Sector,RealSector,Country,Country Code,amount,time,DealType,Company Name,DealSubtype
Infrastructure,,Burkina Faso,BF,8000000.0,2000,Divestiture,Telecel Faso,Partial
Competitive,,Burkina Faso,BF,4930000.0,2001,Greenfield project,Air Burkina,"Build, own, and transfer"
Competitive,,Burkina Faso,BF,290000000.0,2006,Divestiture,Onatel,Partial (80%)
Competitive,,Cameroon,CM,28200000.0,2000,Concession,SOCAPALM,"Build, rehabilitate, operate, and transfer"
Financial,,Cameroon,CM,8900000.0,2000,Divestiture,BICEC,"Build, rehabilitate, operate, and transfer"
Infrastructure,,Cameroon,CM,56400000.0,2000,Divestiture,Camtel Mobile,Full
Infrastructure,,Cameroon,CM,60000000.0,2000,Divestiture,MTN Cameroon,Partial
Infrastructure,,Cameroon,CM,70400000.0,2001,Concession,AES Sonel,
Infrastructure,,Central African Republic,CF,12000000.0,2007,Greenfield project,Orange Centrafrique,Merchant (100%)
Infrastructure,,Chile,CL,282000000.0,2000,Concession,Empresa de Servicios Sanitarios del Bio Bio (ESSBIO),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,55000000.0,2001,Divestiture,Americo Vespucio Southern Section,Partial
Infrastructure,,Chile,CL,180000000.0,2001,Concession,Empresa de Servicios Sanitarios del Maule SA (ESSAM),"Build, rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,61300000.0,2004,,Aguas Araucania (Essar),
Infrastructure,,Chile,CL,25000000.0,2004,Concession,Aguas Chanar (Emssat),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,195300000.0,2004,Concession,Aguas de Antofagasta (Essan),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,89700000.0,2004,Concession,Aguas de Valle (Essco),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,74200000.0,2004,Concession,Aguas del Altiplano (Essat),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,35200000.0,2004,Concession,Aguas Magallanes (esmag),"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,301000000.0,2004,Concession,Americo Vespucio Southern Section,"Rehabilitate, operate, and transfer"
Infrastructure,,Chile,CL,27000000.0,2006,Concession,Santa Rosa Corridor,"Build, rehabilitate, operate and transfer"
Energy,,China,CN,2890000000.0,2000,Divestiture,PetroChina,Partial
Infrastructure,,China,CN,325000000.0,2000,Divestiture,Beijing - Jingtong Highway,Partial
Infrastructure,,China,CN,386000000.0,2000,Divestiture,Beijing International Airport,Partial
Infrastructure,,China,CN,43500000.0,2000,Divestiture,Changchun Gas Co. Ltd.,Partial
Infrastructure,,China,CN,56500000.0,2000,Divestiture,Chengdu Cogeneration Project,Partial
Infrastructure,,China,CN,5653000000.0,2000,Divestiture,China United Communications,Partial
Infrastructure,,China,CN,86100000.0,2000,Divestiture,Chongqing Wujiang Electric Power Co.,Partial
Infrastructure,,China,CN,150000000.0,2000,Divestiture,Fujian Mindong Electric Power Co.,Partial
Infrastructure,,China,CN,83300000.0,2000,Divestiture,Guangxi Guigan Electric Power,Partial
Infrastructure,,China,CN,53000000.0,2000,Divestiture,Guangxi Wuzhou Communications Co. Ltd.,Partial
Infrastructure,,China,CN,79600000.0,2000,Divestiture,Hubei Changyuan Electric Power Development Co.,Partial
Infrastructure,,China,CN,10100000.0,2000,Divestiture,Hubei WuAn Peak Heat and Power Company Ltd.,Partial
Infrastructure,,China,CN,159500000.0,2000,Divestiture,Jiangxi Ganyue Expressway Co.,Partial
Infrastructure,,China,CN,303800000.0,2000,Divestiture,Shanghai Port Container Co. Ltd.,Partial
Infrastructure,,China,CN,325000000.0,2001,Concession,China Netcom,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,126200000.0,2001,Divestiture,China Railway Erju Co. Ltd,Partial
Infrastructure,,China,CN,107000000.0,2001,Divestiture,CLP Guohua Power Co. Ltd.,Partial
Infrastructure,,China,CN,212100000.0,2001,Concession,Fujian Expressway Devt. Ltd.,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,118800000.0,2001,Divestiture,Luannan Peak Heat and Power Company Ltd.,Partial
Infrastructure,,China,CN,40800000.0,2001,Divestiture,Qianan Xin Di Thermal Power,Full
Infrastructure,,China,CN,1000000.0,2001,Divestiture,Zhuceng Xinao Gas Company Limited,Partial
Infrastructure,,China,CN,26900000.0,2001,Divestiture,"Zouping Peak CHP Co., Ltd",Partial
Infrastructure,,China,CN,1430000000.0,2002,Private Sale,China Telecom,
Infrastructure,,China,CN,97900000.0,2002,Public Offers,Hainan Meilan Airport,
Infrastructure,,China,CN,33800000.0,2002,Divestiture,Huaian Xinao Gas Company Limited,Partial
Infrastructure,,China,CN,14500000.0,2002,Private Sale,Yancheng Xinao Gas Company Limited,
Infrastructure,,China,CN,17700000.0,2002,Divestiture,Zhengzhou Gas Company Limited,Partial
Infrastructure,,China,CN,3600000.0,2002,Private Sale,Ziyang Panva Gas Company,
Competitive,,China,CN,65000000.0,2003,Public Offers,China National Foreign Trade Transportation(Group)Corp {Sinotrans},
Competitive,,China,CN,59220000.0,2003,Divestiture,Jiangsu Jiangdong Group Ltd.,Partial
Competitive,,China,CN,78750000.0,2003,Public Offers,Nanjing International Exhibition Center,
Competitive,,China,CN,436400000.0,2003,Concession,Sinotrans Co Ltd,"Rehabilitate, operate, and transfer"
Energy,,China,CN,289110000.0,2003,Divestiture,Shenzhen Energy Group Co Ltd,Partial
Financial,,China,CN,120200000.0,2003,Divestiture,Beijing Capital Land Ltd,Partial
Financial,,China,CN,3021600000.0,2003,Divestiture,China Life Insurance Co Ltd,Partial
Infrastructure,,China,CN,11700000.0,2003,Concession,Changle County Water Project,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,378800000.0,2003,Private Sale,China Resources Power,
Infrastructure,,China,CN,1800000.0,2003,Divestiture,Lezhi Panva Gas Company,Partial
Infrastructure,,China,CN,145000000.0,2003,Divestiture,Nina Hydroelectric Plant,Partial
Infrastructure,,China,CN,1400000.0,2003,Divestiture,Pengxi Panva Gas,Partial
Infrastructure,,China,CN,36800000.0,2003,Concession,Qingdao Wastewater,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,35800000.0,2003,Divestiture,Qujing - Phase II,Partial
Infrastructure,,China,CN,,2003,Divestiture,Shanghai East Container Terminal,Partial
Infrastructure,,China,CN,60000000.0,2003,Divestiture,Shenzhen Gas Group,Partial
Infrastructure,,China,CN,124000000.0,2003,Concession,Shenzhen Water Group,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,1200000000.0,2003,Divestiture,Yangtze Electric Power Co.,Partial
Financial,,China,CN,2100000000.0,2004,Direct Sale,Bank of Communications,20% Stake
Infrastructure,,China,CN,2300000.0,2004,Concession,Cangxi Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,18300000.0,2004,Concession,CGE Zunyi Water Treatment Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,29800000.0,2004,Concession,Changsha Second Wastewater Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,1140000000.0,2004,,China Netcom,
Infrastructure,,China,CN,369000000.0,2004,Divestiture,China Power International Development Ltd.,Partial
Infrastructure,,China,CN,1600000.0,2004,Concession,Dayia Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,18000000.0,2004,Concession,Fuzhou CWC Water Company Limited,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,42900000.0,2004,Concession,Hohhot Water Development Project,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,232800000.0,2004,,Huadian Power International,
Infrastructure,,China,CN,35300000.0,2004,Concession,Jingtang International Container Terminal,"Build, rehabilitate, operate, and transfer"
Infrastructure,,China,CN,56700000.0,2004,Concession,Tianjin Tanggu Sino French Water Supply Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,58000000.0,2004,Lease,Wangxiaoying Wastewater Treatment Plant,Lease contract
Infrastructure,,China,CN,12300000.0,2004,Concession,Yantian Westport Container Terminal,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,4500000.0,2004,Concession,Yuechi Panva Gas Company,"Rehabilitate, operate, and transfer"
Financial,,China,CN,3100000000.0,2005,Direct Sale,Bank of China,10% Stake
Financial,,China,CN,3100000000.0,2005,Direct Sale,Bank of China,10% Stake
Financial,,China,CN,500000000.0,2005,Direct Sale,Bank of China,10% Stake
Financial,,China,CN,3000000000.0,2005,Direct Sale,China Construction Bank,9% Stake
Financial,,China,CN,410000000.0,2005,Direct Sale,China Pacific Life Insurance,25% Stake
Financial,,China,CN,330000000.0,2005,Direct Sale,Huaxia Bank,10% Stake
Financial,,China,CN,3000000000.0,2005,Direct Sale,Industrial & Commercial Bank of China,10% Stake
Infrastructure,,China,CN,60600000.0,2005,Concession,Agualia Bengbu Wastewater,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,13500000.0,2005,Concession,Anshan Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,45800000.0,2005,Concession,Changchun Gas Holding Ltd,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,64700000.0,2005,Greenfield project,Changshu Xinghua Port Co. Ltd.,"Build, own, and transfer"
Infrastructure,,China,CN,55600000.0,2005,Lease,Changzhou Tap Water group,Lease contract
Infrastructure,,China,CN,20600000.0,2005,Concession,Chengdu City Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,51630000.0,2005,Concession,Chongqing Yujiankou Hydroelectric Power Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,20000000.0,2005,Greenfield project,Hebei Wastewater Treatment Plant,
Infrastructure,,China,CN,7700000.0,2005,Concession,Henan Wastewater Plants,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,3400000.0,2005,Concession,Jianyang Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,124000000.0,2005,Lease,Kunming Water Supply Company,Lease contract
Infrastructure,,China,CN,13430000.0,2005,Concession,Liaoning Anshan Wastewater Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,4400000.0,2005,Concession,Linyi City Salcon Water Concession,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,2200000.0,2005,Concession,Linyi Salcon Water Co. Ltd.,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,2500000.0,2005,Concession,Peng Shan Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,8500000.0,2005,Concession,Qiqihar Panva Gas Company,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,18200000.0,2005,Concession,Shanghai Zhuyuan No. 1 Sewage Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,27200000.0,2005,Concession,Wuhu Hong Kong and China Water Co. Ltd,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,93800000.0,2005,,Wujiang Hong Kong and China Water C. Ltd,
Infrastructure,,China,CN,4200000.0,2005,Greenfield project,Xintai City Wastewater,"Build, own, and transfer"
Infrastructure,,China,CN,4400000.0,2005,Concession,Zhong Jiang Panva Gas Company,"Rehabilitate, operate, and transfer"
Competitive,,China,CN,83900000.0,2006,Public Offering,Advanced Semiconductor Manufacturing Coportation,Partial
Competitive,,China,CN,392700000.0,2006,Public Offering,China BlueChemical Ltd.,Partial
Competitive,,China,CN,2380000000.0,2006,Public Offering,China Communications Construction Company,Partial (24.5%)
Competitive,,China,CN,365400000.0,2006,Public Offering,China Communications Services,
Competitive,,China,CN,266600000.0,2006,Public Offering,"China National Building Material Co, Ltd.",Partial (19%)
Competitive,,China,CN,51000000.0,2006,Public Offering,"Jilin Qifeng Fiber Co, Ltd",Partial
Competitive,,China,CN,311000000.0,2006,Public Offering,"Shanghai Jin Jiang International Hotels Co, Ltd",Partial
Competitive,,China,CN,187200000.0,2006,Public Offering,"Shanghai Prime Machinery Co, Ltd",Partial
Competitive,,China,CN,246000000.0,2006,Public Offering,Zhuzhou CSR Times Electric Co,Partial
Financial,,China,CN,13714000000.0,2006,Public Offering,Bank of China,Partial
Financial,,China,CN,2660000000.0,2006,Public Offering,China Merchant Bank,Partial
Financial,,China,CN,22041000000.0,2006,Public Offering,Industrial and Commercial Bank of China,Partial (15%)
Infrastructure,,China,CN,21300000.0,2006,Concession,"Baoji China Gas Co., Ltd.","Build, rehabilitate, operate and transfer"
Infrastructure,,China,CN,320800000.0,2006,Public Offering,Dalian Port (PDA) Co Ltd,Partial
Infrastructure,,China,CN,1922000000.0,2006,Public Offering,Daqin Railway Co Ltd.,Partial
Infrastructure,,China,CN,35300000.0,2006,Concession,Fushun City Gas Project,"Build, rehabilitate, operate and transfer"
Infrastructure,,China,CN,1324000000.0,2006,Public Offering,Guangshen Railway Co Ltd,Partial
Infrastructure,,China,CN,713000000.0,2006,Divestiture,Hangzhou Xiaoshan International Airport,Partial
Infrastructure,,China,CN,15000000.0,2006,Concession,Henan Jiaozuo Wastewater Treatment Plant,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,11290000.0,2006,Concession,Henan Shangqiu Waterwater Treatment Plant,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,100400000.0,2006,Concession,Huhhot Gas Project,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,188000000.0,2006,Concession,Huizhou Port,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,16200000.0,2006,Concession,Jingzhou City Water Treatment Plant,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,7530000.0,2006,Management and lease contract,Liuzhou Water Services,
Infrastructure,,China,CN,45200000.0,2006,Concession,Luoyang Xinao Gas Company Limited,"Rehabilitate, operate and transfer"
Infrastructure,,China,CN,32120000.0,2006,Concession,"Qingdao Taineng Natural Gas Co., Ltd.","Rehabilitate, operate and transfer"
Infrastructure,,China,CN,10040000.0,2006,Concession,Suzhou Wastewater Treatment Plant,"Build, rehabilitate, operate and transfer"
Infrastructure,,China,CN,140000000.0,2006,Divestiture,Tianjin Port Development,Partial (34%)
Infrastructure,,China,CN,87800000.0,2006,Concession,"Tianquan River (Shiyang Section) Hydroelectric Power Development Co., Ltd.","Rehabilitate, operate and transfer"
Infrastructure,,China,CN,3760000.0,2006,Greenfield,Tongliao Wasterwater Treatment Plant,
Infrastructure,,China,CN,2000000.0,2006,Management and lease contract,Zhangzhu Town Waste Water Treatment Plant,Lease contract
Infrastructure,,China,CN,45000000.0,2006,Concession,Zhuhai Airport,"Rehabilitate, operate and transfer"
Primary,,China,CN,1944000000.0,2006,Public Offering,"China Coal Energy Co, LTD",Partial (29%)
Primary,,China,CN,263000000.0,2006,Public Offering,"Hunan Nonferrous Metals Corporation, Ltd",Partial
Primary,,China,CN,127000000.0,2006,Public Offering,Lingbao Gold Co Ltd,Partial
Primary,,China,CN,282000000.0,2006,Public Offering,"Zhaojin Mining Industry Co, Ltd",Partial
Competitive,,China,CN,1037000000.0,2007,IPO,"China Molybdenum Co., Ltd.",H-shares
Competitive,,China,CN,540000000.0,2007,IPO,"China National Materials Co., Ltd",H-shares
Competitive,,China,CN,3075000000.0,2007,IPO,China Railway Group,A-shares
Competitive,,China,CN,2835000000.0,2007,IPO,China Railway Group,A-shares
Competitive,,China,CN,2100000000.0,2007,IPO,China Shipper Container Lines,A-shares
Competitive,,China,CN,298000000.0,2007,IPO,"Sichuan Xinhua Winshare Chainstore Co., Ltd.",H-shares
Competitive,,China,CN,1470000000.0,2007,IPO,Sinotrans Shipping,H-shares
Competitive,,China,CN,1200000000.0,2007,IPO,Sinotruk,H-shares
Energy,,China,CN,9124000000.0,2007,IPO,China Shenhua Energy Co,A-shares
Energy,,China,CN,9154000000.0,2007,IPO,PetroChina Co Ltd,A-shares
Financial,,China,CN,2000000000.0,2007,IPO,Bank of Beijing,A-shares
Financial,,China,CN,3454000000.0,2007,IPO,Bank of Communications,
Financial,,China,CN,889000000.0,2007,IPO,Bank of Nanjing,A-shares
Financial,,China,CN,534000000.0,2007,IPO,Bank of Ningbo,A-shares
Financial,,China,CN,6051000000.0,2007,IPO,China CITIC Bank Corporation,
Financial,,China,CN,7955000000.0,2007,IPO,China Construction Bank Corporations,
Financial,,China,CN,3881000000.0,2007,IPO,China Life Insurance Company,
Financial,,China,CN,7700000000.0,2007,IPO,China Pacific Insurance,A-shares
Financial,,China,CN,5327000000.0,2007,IPO,Ping An Insurance (Group) Company of China,
Infrastructure,,China,CN,19340000.0,2007,Concession,Baotou City Gas Company,"Rehabilitate, operate, and transfer (80%)"
Infrastructure,,China,CN,23030000.0,2007,Divestiture,China Water Affairs Investment Co. Ltd,Partial (19.4%)
Infrastructure,,China,CN,15130000.0,2007,Concession,Chongqing Yubei District Natural Gas Company Ltd ,"Rehabilitate, operate, and transfer (97.6%)"
Infrastructure,,China,CN,4470000.0,2007,Concession,Danzhou City Water Distribution Network Project,"Rehabilitate, operate, and transfer (100%)"
Infrastructure,,China,CN,13160000.0,2007,Concession,Gaoan City Water Affairs Group Ltd. ,"Rehabilitate, operate, and transfer (60%)"
Infrastructure,,China,CN,9700000.0,2007,Divestiture,"Guangdong Xinhui Water Affairs Co., Ltd. ",Partial (39.9%)
Infrastructure,,China,CN,62800000.0,2007,Concession,Haerbin Zhongqing Gas Company Limited ,"Rehabilitate, operate, and transfer (48%)"
Infrastructure,,China,CN,122820000.0,2007,Concession,Haikou City No. 1 Water Affairs Company Limited,"Rehabilitate, operate, and transfer (49%)"
Infrastructure,,China,CN,13590000.0,2007,Concession,Hanzhong City Xingyuan Water Supply Company Ltd,"Rehabilitate, operate, and transfer (100%)"
Infrastructure,,China,CN,1320000.0,2007,Concession,"Jining Haiyuan Water Co., Ltd.","Rehabilitate, operate, and transfer (70%)"
Infrastructure,,China,CN,30700000.0,2007,Divestiture,"Jinzhou Water Affairs Group Co., Ltd. ",Partial (51%)
Infrastructure,,China,CN,206600000.0,2007,Concession,Lanzhou City Water Supply Group ,"Rehabilitate, operate, and transfer (45%)"
Infrastructure,,China,CN,5920000.0,2007,Concession,"Linyi Hedong Water Co., Ltd. ","Rehabilitate, operate, and transfer (60%)"
Infrastructure,,China,CN,65790000.0,2007,Concession,Nanjing City North Wastewater Treatment Plant,"Rehabilitate, operate, and transfer (100%)"
Infrastructure,,China,CN,59210000.0,2007,Concession,Suzhou City Five Wastewater Treatment Plants,"Rehabilitate, operate, and transfer (100%)"
Infrastructure,,China,CN,286800000.0,2007,Concession,Tianjin City North Water Affairs Company Limited,"Rehabilitate, operate, and transfer (49%)"
Infrastructure,,China,CN,263160000.0,2007,Divestiture,Xi'an Xianyang International Airport Company Limited,Partial (24.5%)
Infrastructure,,China,CN,5210000.0,2007,Concession,Xuyi County Water Supply Company,"Rehabilitate, operate, and transfer (100%)"
Infrastructure,,China,CN,6450000.0,2007,Concession,Yangzhong City Water Company,"Rehabilitate, operate, and transfer (75%)"
Infrastructure,,China,CN,101560000.0,2007,Concession,Yantai Rising Dragon International Container Terminals Ltd,"Rehabilitate, operate, and transfer (60%)"
Infrastructure,,China,CN,3950000.0,2007,Concession,"Yichun City Water Supply Co., Ltd.","Rehabilitate, operate, and transfer (51%)"
Infrastructure,,China,CN,6580000.0,2007,Concession,Zhoukou City Water Affairs Group Ltd. ,"Rehabilitate, operate, and transfer (60%)"
Primary,,China,CN,1010000000.0,2007,IPO,Aluminum Corporation of China (Chalco),A- and H-share
Primary,,China,CN,574000000.0,2007,IPO,"Xinjiang Xinxin Mining Industry Co., Ltd",H-shares
Primary,,China,CN,3761000000.0,2008,IPO,China Coal Energy Co. Ltd.,A shares
Infrastructure,,China,CN,12270000.0,2008,Concession,Guohua Hulunbeier Wind Farm Project phase I,"Build, rehabilitate, operate, and transfer"
Competitive,,China,CN,3259000000.0,2008,IPO,China Railway Construction Corporation Ltd.,A shares
Competitive,,China,CN,2606000000.0,2008,IPO,China Railway Construction Corporation Ltd.,H shares
Competitive,,China,CN,958000000.0,2008,IPO,China South Locomotive & Rolling Stock Corporation Ltd.,A shares
Competitive,,China,CN,617000000.0,2008,IPO,China South Locomotive & Rolling Stock Corporation Ltd.,H shares
Competitive,,China,CN,168570000.0,2008,IPO,Chongqing Machinery & Electric Co. Ltd.,H shares
Competitive,,China,CN,22820000.0,2008,IPO,Tianjin Binhai Teda Logistics (Group) Corporation Ltd. Services,GEM - H shares
Infrastructure,,China,CN,21320000.0,2008,Divestiture,Yichang Port Affairs Group Ltd,Partial
Infrastructure,,China,CN,228900000.0,2008,Divestiture,Chongqing Water Affairs,Partial
Infrastructure,,China,CN,28610000.0,2008,Concession,Yancheng City Huijin Water Affairs Co. Ltd. ,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,18240000.0,2008,Divestiture,Zhumadian Water Supply Project,Partial
Infrastructure,,China,CN,12880000.0,2008,Concession,Jilin Liaoyuan Wastewater Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,10750000.0,2008,Concession,Jiangxi Yingtan City Water Supply Co. Ltd.,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,9300000.0,2008,Concession,Zhoukou City Wastewater Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,China,CN,2850000.0,2008,Concession,Guangrao County Wastewater Treatment Plant,"Rehabilitate, operate, and transfer"
Infrastructure,,Colombia,CO,53000000.0,2000,Private Sale,Cali Alfonso Bonilla Airport,
Infrastructure,,Colombia,CO,45700000.0,2000,Divestiture,Interconexion Electrica S.A. (ISA),Partial
Primary,,Colombia,CO,384000000.0,2000,Private Sale,Carbocol,
Energy,,Colombia,CO,9000000.0,2003,Concession,Empresa de Energia del Quindio SA{Edeq},"Build, rehabilitate, operate, and transfer"
Infrastructure,,Colombia,CO,61000000.0,2003,Divestiture,Central Hidroelectrica de Caldas{Chec},Full
Financial,,Colombia,CO,42000000.0,2005,Auction,Banco Aliadas,
Financial,,Colombia,CO,420000000.0,2005,Auction,Granahorrar,
Energy,,Colombia,CO,630700000.0,2006,Divestiture,Ecopetrol-Cartegena refinery,Partial (51%)
Infrastructure,,Colombia,CO,51000000.0,2006,Concession,Aguas Kptial de Cucuta,"Rehabilitate, lease or rent, and transfer"
Infrastructure,,Colombia,CO,124000000.0,2006,Divestiture,Colombia Movil (TIGO),Partial (51%)
Infrastructure,,Colombia,CO,1300000.0,2006,Concession,Cormagdalena-Galan Port,"Rehabilitate, lease or rent, and transfer"
Infrastructure,,Colombia,CO,106600000.0,2006,Divestiture,Electrificadora del Tolima,Full (99.9%)
Infrastructure,,Colombia,CO,368000000.0,2006,Divestiture,Telefonica Telecom,Partial (52%)
Energy,,Colombia,CO,2800000000.0,2007,IPO,Ecopetrol S.A.,Partial
Infrastructure,,Colombia,CO,51000000.0,2007,Divestiture,Hidroprado Hydroelectric Plant,Partial (87%)
Infrastructure,,Colombia,CO,284800000.0,2007,IPO,Isagen SA,Partial (19.9%)
Competitive,,"Congo, Rep.",CD,2000000.0,2000,Divestiture,Minoterie d'Aliments de Bétails (MAB),Partial
Infrastructure,,Costa Rica,CR,34200000.0,2005,Concession,San Jose  San Ramon toll road,"Build, rehabilitate, operate, and transfer"
Infrastructure,,Costa Rica,CR,11000000.0,2006,Greenfield,Caldera Port I,"Build, own and transfer"
Infrastructure,,Costa Rica,CR,11000000.0,2006,Concession,Caldera Port II,"Rehabilitate, operate and transfer"
Financial,,Croatia,HR,300000000.0,2000,Private Sale,Privredna Banka Zagreb (PBZ),
Competitive,,Croatia,HR,36270000.0,2001,Divestiture,Excelsior Hotel,Partial
Competitive,,Croatia,HR,155860000.0,2001,Divestiture,Tankerska Plovidba dd,Full
Financial,,Croatia,HR,27500000.0,2002,,Dubrovacka Banka,
Financial,,Croatia,HR,136230000.0,2002,,Rijecka Banka,
Financial,,Croatia,HR,117700000.0,2002,,Splitska Banka,
Competitive,,Croatia,HR,3600000.0,2003,,Hotel Kompas d.d. Dubrovnik,
Competitive,,Croatia,HR,4260000.0,2003,,HP Jelsa dd,
Competitive,,Croatia,HR,4250000.0,2003,,Jelsa d.d. Jelsa,
Energy,,Croatia,HR,8570000.0,2003,Divestiture,Energo,Full
Energy,,Croatia,HR,508110000.0,2003,Private Sale,INA Industrija Nafte dd,
Energy,,Croatia,HR,505000000.0,2003,,INA-Industrija Nafte dd,
Other,,Croatia,HR,3210000.0,2003,,Ðakovtina d.d. Ðakovtina,
Infrastructure,,Croatia,HR,1400000.0,2004,Greenfield project,H1 Telecom,"Build, own, and operate"
Infrastructure,,Croatia,HR,1400000.0,2004,Greenfield project,Optima Telekom,"Build, own, and operate"
Infrastructure,,Croatia,HR,30000000.0,2004,Greenfield project,Tele2 Croatia,"Build, own, and operate"
Infrastructure,,Croatia,HR,20000000.0,2004,Greenfield project,VIP-Net Croatia,"Build, own, and operate"
Competitive,,Croatia,HR,28600000.0,2005,,Adriatic d.d. Split ,
Competitive,,Croatia,HR,10190000.0,2005,,IPK Kandit d.d. Osijek ,
Competitive,,Croatia,HR,5260000.0,2005,,Istra d.d. Pula ,
Competitive,,Croatia,HR,4120000.0,2005,,Slobodna Dalmacija d.d. Split ,
Competitive,,Croatia,HR,2400000.0,2006,Divestiture,Pliva,Partial (72.67%)
Infrastructure,,Croatia,HR,1380000000.0,2007,IPO,Hrvatske Telekomunikacije,Partial (20%)
Infrastructure,,Croatia,HR,132000000.0,2008,Divestiture,Croatian Telecom,
Competitive,,Czech Republic,CZ,36140000.0,2000,Divestiture,Chemicke Zavody Sokolov AS,
Competitive,,Czech Republic,CZ,54920000.0,2000,,Moravske Chemicke Zavody,
Energy,,Czech Republic,CZ,3490000.0,2000,Divestiture,Paramo AS,Partial
Financial,,Czech Republic,CZ,534000000.0,2000,Divestiture,Ceska Sporitelna,
Infrastructure,,Czech Republic,CZ,4000000.0,2000,Divestiture,Benesov and Prague-west water and sewerage companies,
Infrastructure,,Czech Republic,CZ,3700000.0,2000,Divestiture,Broadnet,Full
Infrastructure,,Czech Republic,CZ,3900000.0,2000,Divestiture,Nextra Wireless,
Infrastructure,,Czech Republic,CZ,25000000.0,2000,,Pragonet,
Infrastructure,,Czech Republic,CZ,1600000.0,2000,Divestiture,VAK Beroun,
Competitive,,Czech Republic,CZ,178800000.0,2001,,Ceska Radiocomunikace,
Competitive,,Czech Republic,CZ,11700000.0,2001,Divestiture,Ceska Typografie AS,
Competitive,,Czech Republic,CZ,37100000.0,2001,,Jan Becher Karlovarska,
Competitive,,Czech Republic,CZ,1820000.0,2001,Divestiture,Nova Hut Zabreh,
Competitive,,Czech Republic,CZ,14600000.0,2001,Divestiture,Petra-Petrol Stations,Partial
Competitive,,Czech Republic,CZ,32000000.0,2001,,Tatra AS,
Financial,,Czech Republic,CZ,26870000.0,2001,,Ceska Sporitelna,
Financial,,Czech Republic,CZ,101770000.0,2001,Divestiture,Cesksa Pojistovna,Full
Financial,,Czech Republic,CZ,1020000000.0,2001,Divestiture,Komercni Banka,Full
Infrastructure,,Czech Republic,CZ,161000000.0,2001,,Prague Water,
Infrastructure,,Czech Republic,CZ,28300000.0,2001,Divestiture,Prague Water,Full
Infrastructure,,Czech Republic,CZ,162630000.0,2001,,Prazske Vodovody A Kanalizace,
Primary,,Czech Republic,CZ,6770000.0,2001,,Sklo Zelezny Brod,
Competitive,,Czech Republic,CZ,270000000.0,2002,Divestiture,Nova Hut,
Competitive,,Czech Republic,CZ,3660000.0,2002,Greenfield project,Zetor Brno,"Build, own, and operate"
Energy,,Czech Republic,CZ,135000000.0,2002,Divestiture,Jihomoravska plynarenska,
Financial,,Czech Republic,CZ,13080000.0,2002,Greenfield project,Prvni Mestska Banka,"Build, own, and operate"
Infrastructure,,Czech Republic,CZ,,2002,Divestiture,Severomoravska Plynarenska,Public Offering
Infrastructure,,Czech Republic,CZ,3774800000.0,2002,,Transgas,
